"gender_feedback","award_shown","classic_shown","forms_shown","female_pick","award_pick","classic_pick","forms_pick","base_gender","choice-1","choice-2","choice-3","choice-4","choice-5","choice-6","choice-7","race","gender","age","gender_code","race_code","poli","poli_numeric","poli_centered","internal1Z","internal2Z","internal3Z","internal4Z","internal","external1Z","external2Z","external3Z","external","num_excluded_total"
1,1,0,1,0,1,0,1,2,"Kurt Vonnegut","Sylvia Plath","George Orwell","Gabriel Garcia Marquez","Michael Crichton","Isabel Allende","Cormac McCarthy","White / Caucasian","Woman",68,0,1,"6Conservative",6,2,0.525405370839096,0.496358355506378,0.413171409260378,-0.0170382167523155,0.354474229713384,1.11334473863674,0.669526100191233,1.14764019001987,0.976837009615948,73
0,1,1,1,1,1,0,1,1,"George Saunders","Isabel Allende","Ernest Hemingway","George Orwell","Cormac McCarthy","Kurt Vonnegut","Joyce Carol Oates","White / Caucasian","Man",35,1,1,"6Conservative",6,2,1.01837831137948,-0.0099937923927457,0.413171409260378,-0.0170382167523155,0.3511294278737,0.609688785443931,0.669526100191233,1.14764019001987,0.80895169188501,73
0,1,1,1,1,1,1,0,1,"Kurt Vonnegut","Nathaniel Hawthorne","Jane Austen","George Orwell","J.D. Salinger","Gabriel Garcia Marquez","Sylvia Plath","White / Caucasian","Woman",64,0,1,"5Slightly conservative",5,1,-1.44648639132245,-1.52905023609012,-1.5964943253821,-1.57092358456348,-1.53573863433954,-1.40493502732732,-1.45063988374767,-1.33021931115939,-1.39526474074479,73
0,1,1,1,0,0,1,0,1,"Ernest Hemingway","Michael Crichton","J.D. Salinger","Joyce Carol Oates","George Saunders","Nathaniel Hawthorne","F. Scott Fitzgerald","White / Caucasian","Man",27,1,1,"3Slightly liberal",3,-1,0.0324324302987097,0.496358355506378,-0.0892450244002415,0.500923572518074,0.23511733348073,0.106032832251119,0.669526100191233,0.652068289784015,0.475875740742122,73
1,0,1,1,0,1,1,1,3,"Jane Austen","Jack London","Charles Dickens","Lucy Maud","J.R.R. Tolkien","Joyce Carol Oates","Gabriel Garcia Marquez","White / Caucasian","Woman",34,0,1,"4Moderate; middle of the road",4,0,-0.953513450782064,-0.0099937923927457,-1.09407789172148,-0.0170382167523155,-0.518655837912152,0.106032832251119,-0.920598387762946,-0.834647410923539,-0.549737655478456,73
0,1,1,1,1,1,1,0,3,"Isabel Allende","Zadie Smith","J.R.R. Tolkien","Jane Austen","Michael Crichton","Kurt Vonnegut","Sylvia Plath","White / Caucasian","Man",52,1,1,"5Slightly conservative",5,1,0.525405370839096,-0.0099937923927457,0.413171409260378,-0.0170382167523155,0.227886192738603,0.609688785443931,0.139484604206507,0.156496389548164,0.301889926399534,73
1,1,0,1,1,1,0,1,1,"Zadie Smith","Charles Dickens","Ernest Hemingway","J.R.R. Tolkien","George Saunders","Gabriel Garcia Marquez","Joyce Carol Oates","White / Caucasian","Man",47,1,1,"1Extremely liberal",1,-3,1.51135125191987,1.50906265130463,-0.0892450244002415,1.01888536178846,0.987513560153179,0.106032832251119,0.669526100191233,0.652068289784015,0.475875740742122,73
1,1,1,0,0,0,0,0,2,"Ernest Hemingway","George Orwell","John Steinbeck","F. Scott Fitzgerald","Jane Austen","Joyce Carol Oates","Ian McEwan","White / Caucasian","Woman",32,0,1,"6Conservative",6,2,0.0324324302987097,1.0027105034055,0.413171409260378,-0.0170382167523155,0.357819031553069,0.609688785443931,0.139484604206507,1.14764019001987,0.632271193223435,73
1,0,1,1,1,0,1,1,1,"Ray Bradbury","Ian McEwan","Isabel Allende","Kurt Vonnegut","Nathaniel Hawthorne","Ernest Hemingway","Lucy Maud","White / Caucasian","Woman",47,0,1,"6Conservative",6,2,1.51135125191987,1.50906265130463,1.41800427658162,1.53684715105885,1.49381633271624,1.61700069182956,1.72960909216069,1.64321209025572,1.66327395808199,73
1,0,1,1,0,0,1,0,6,"Jane Austen","Joyce Carol Oates","Lucy Maud","Isabel Allende","Sylvia Plath","Zadie Smith","F. Scott Fitzgerald","White / Caucasian","Man",52,1,1,"7Extremely conservative",7,3,0.0324324302987097,0.496358355506378,0.915587842920998,-0.535000006022705,0.227344655675845,0.106032832251119,-0.390556891778219,-0.834647410923539,-0.37305715681688,73
1,0,1,1,0,0,1,1,1,"George Orwell","Herman Melville","Jane Austen","Charles Dickens","J.R.R. Tolkien","Ray Bradbury","Kurt Vonnegut","Asian / Pacific Islander","Man",38,1,0,"6Conservative",6,2,-1.44648639132245,-0.51634594029187,-1.09407789172148,-1.05296179529309,-1.02746800465722,-0.901279074134507,-1.45063988374767,-0.834647410923539,-1.06218878960191,73
1,1,0,1,0,1,1,1,3,"Jane Austen","George Saunders","Michael Crichton","Gabriel Garcia Marquez","Zadie Smith","Sylvia Plath","Ray Bradbury","American Indian or Alaskan Native","Woman",30,0,0,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,1.53684715105885,1.11838095219121,1.11334473863674,1.72960909216069,1.14764019001987,1.3301980069391,73
0,1,1,1,1,0,1,1,2,"J.R.R. Tolkien","Gabriel Garcia Marquez","Isabel Allende","Sylvia Plath","Ernest Hemingway","Ian McEwan","Lucy Maud","White / Caucasian","Man",34,1,1,"2Liberal",2,-2,1.51135125191987,1.50906265130463,0.413171409260378,0.500923572518074,0.983627221250737,1.11334473863674,0.669526100191233,0.156496389548164,0.646455742792047,73
0,1,1,1,0,0,1,1,2,"Lucy Maud","Zadie Smith","Jorge Luis Borges","Kurt Vonnegut","J.R.R. Tolkien","Neil Gaiman","Herman Melville","White / Caucasian","Woman",45,0,1,"4Moderate; middle of the road",4,0,0.525405370839096,-0.0099937923927457,0.413171409260378,-0.0170382167523155,0.227886192738603,0.106032832251119,0.139484604206507,0.156496389548164,0.134004608668596,73
1,1,1,0,0,1,1,0,3,"Jane Austen","J.D. Salinger","Ray Bradbury","F. Scott Fitzgerald","Zadie Smith","Sylvia Plath","Ernest Hemingway","Asian / Pacific Islander","Man",47,1,0,"2Liberal",2,-2,0.525405370839096,-0.0099937923927457,0.413171409260378,-0.0170382167523155,0.227886192738603,0.106032832251119,-0.390556891778219,-0.834647410923539,-0.37305715681688,73
1,0,1,1,1,0,0,1,1,"Zadie Smith","Ray Bradbury","Charles Dickens","Michael Crichton","George Saunders","George Orwell","Isabel Allende","White / Caucasian","Woman",39,0,1,"2Liberal",2,-2,1.01837831137948,1.0027105034055,0.915587842920998,1.01888536178846,0.988890504873612,1.11334473863674,0.669526100191233,0.652068289784015,0.811646376203997,73
1,1,1,0,0,0,0,0,3,"Isabel Allende","Zadie Smith","Jack London","Jane Austen","F. Scott Fitzgerald","George Saunders","Ian McEwan","White / Caucasian","Man",66,1,1,"1Extremely liberal",1,-3,1.01837831137948,0.496358355506378,0.413171409260378,-0.0170382167523155,0.477717464848481,1.61700069182956,0.139484604206507,1.14764019001987,0.96804182868531,73
0,1,1,1,0,0,1,1,3,"Ian McEwan","Zadie Smith","Jane Austen","Isabel Allende","Michael Crichton","Herman Melville","J.R.R. Tolkien","White / Caucasian","Man",33,1,1,"6Conservative",6,2,0.525405370839096,-0.0099937923927457,0.413171409260378,-0.0170382167523155,0.227886192738603,1.11334473863674,0.139484604206507,0.652068289784015,0.634965877542422,73
1,1,1,0,0,0,0,0,4,"Lucy Maud","Jane Austen","Michael Crichton","Joyce Carol Oates","Zadie Smith","Charles Dickens","George Saunders","White / Caucasian","Man",39,1,1,"6Conservative",6,2,0.525405370839096,-0.0099937923927457,0.413171409260378,1.01888536178846,0.486867087373798,0.609688785443931,0.139484604206507,0.156496389548164,0.301889926399534,73
0,1,1,1,0,1,1,0,3,"Zadie Smith","Gabriel Garcia Marquez","Jane Austen","Lucy Maud","George Orwell","J.R.R. Tolkien","Ernest Hemingway","White / Caucasian","Woman",43,0,1,"3Slightly liberal",3,-1,1.01837831137948,0.496358355506378,1.41800427658162,0.500923572518074,0.858416128996388,0.609688785443931,-0.390556891778219,0.652068289784015,0.290400061149909,73
0,1,1,1,0,0,1,0,2,"Joyce Carol Oates","John Steinbeck","Michael Crichton","Kurt Vonnegut","Jane Austen","J.R.R. Tolkien","Charles Dickens","White / Caucasian","Woman",39,0,1,"6Conservative",6,2,0.525405370839096,0.496358355506378,0.915587842920998,1.01888536178846,0.739059232763734,-0.397623120941694,1.19956759617596,1.14764019001987,0.649861555084711,73
1,1,0,1,1,0,1,0,4,"Joyce Carol Oates","Lucy Maud","Isabel Allende","F. Scott Fitzgerald","Michael Crichton","Sylvia Plath","Jane Austen","White / Caucasian","Woman",41,0,1,"1Extremely liberal",1,-3,1.01837831137948,-0.0099937923927457,0.915587842920998,0.500923572518074,0.606223983606452,1.11334473863674,0.139484604206507,-0.339075510687688,0.304584610718521,73
1,1,1,0,1,0,1,0,1,"Jack London","Isabel Allende","Michael Crichton","George Saunders","Ian McEwan","Gabriel Garcia Marquez","Jane Austen","White / Caucasian","Woman",44,0,1,"2Liberal",2,-2,0.525405370839096,0.496358355506378,0.413171409260378,1.01888536178846,0.613455124348579,0.609688785443931,0.139484604206507,0.156496389548164,0.301889926399534,73
0,1,1,1,0,0,1,0,2,"Jane Austen","Jack London","Lucy Maud","John Steinbeck","Neil Gaiman","Michael Crichton","J.D. Salinger","White / Caucasian","Woman",35,0,1,"4Moderate; middle of the road",4,0,-0.460540510241677,0.496358355506378,0.915587842920998,0.500923572518074,0.363082315175943,0.609688785443931,-0.390556891778219,-0.339075510687688,-0.0399812056739921,73
1,0,1,1,0,0,1,1,2,"Isabel Allende","Kurt Vonnegut","Jane Austen","Ernest Hemingway","Ray Bradbury","J.D. Salinger","George Orwell","White / Caucasian","Woman",73,0,1,"1Extremely liberal",1,-3,1.01837831137948,-1.52905023609012,0.915587842920998,0.500923572518074,0.226459872682109,0.609688785443931,1.19956759617596,1.64321209025572,1.15082282395854,73
1,0,1,1,0,0,1,1,2,"J.D. Salinger","Ray Bradbury","Kurt Vonnegut","John Steinbeck","Isabel Allende","Jane Austen","George Orwell","White / Caucasian","Woman",67,0,1,"2Liberal",2,-2,-1.44648639132245,-1.52905023609012,-1.5964943253821,-1.57092358456348,-1.53573863433954,-1.40493502732732,0.669526100191233,-1.33021931115939,-0.688542746098492,73
0,1,1,1,0,1,1,0,1,"Michael Crichton","George Orwell","Zadie Smith","Jack London","F. Scott Fitzgerald","Ray Bradbury","Ernest Hemingway","White / Caucasian","Woman",45,0,1,"6Conservative",6,2,0.0324324302987097,-0.0099937923927457,-0.0892450244002415,0.500923572518074,0.108529296505949,0.609688785443931,0.669526100191233,0.156496389548164,0.478570425061109,73
0,1,1,1,1,0,1,1,1,"Ray Bradbury","Jorge Luis Borges","Jack London","George Orwell","Herman Melville","Jane Austen","Lucy Maud","White / Caucasian","Man",33,1,1,"4Moderate; middle of the road",4,0,0.0324324302987097,0.496358355506378,-0.0892450244002415,0.500923572518074,0.23511733348073,0.609688785443931,0.139484604206507,0.156496389548164,0.301889926399534,73
0,1,1,1,0,0,1,0,1,"John Steinbeck","Jane Austen","Ian McEwan","George Orwell","Gabriel Garcia Marquez","Neil Gaiman","Charles Dickens","White / Caucasian","Man",37,1,1,"5Slightly conservative",5,1,0.525405370839096,0.496358355506378,0.915587842920998,0.500923572518074,0.609568785446137,1.11334473863674,0.669526100191233,0.156496389548164,0.646455742792047,73
0,1,1,1,0,0,0,0,2,"Ernest Hemingway","Jane Austen","Neil Gaiman","Jack London","Joyce Carol Oates","Nathaniel Hawthorne","Jorge Luis Borges","White / Caucasian","Woman",29,0,1,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,1.01888536178846,0.988890504873612,1.11334473863674,1.19956759617596,1.14764019001987,1.15351750827752,73
1,1,0,1,0,0,1,0,4,"Joyce Carol Oates","Jane Austen","Lucy Maud","Charles Dickens","Nathaniel Hawthorne","Isabel Allende","F. Scott Fitzgerald","White / Caucasian","Woman",42,0,1,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,1.01888536178846,0.988890504873612,0.609688785443931,0.669526100191233,-0.339075510687688,0.313379791649159,73
1,1,1,0,0,0,0,0,1,"Jack London","Joyce Carol Oates","Michael Crichton","Charles Dickens","Kurt Vonnegut","Cormac McCarthy","George Saunders","White / Caucasian","Woman",40,0,1,"4Moderate; middle of the road",4,0,0.525405370839096,0.496358355506378,0.915587842920998,0.500923572518074,0.609568785446137,0.609688785443931,0.139484604206507,-0.339075510687688,0.136699292987583,73
1,1,1,0,0,0,1,0,4,"Ray Bradbury","Lucy Maud","Zadie Smith","Sylvia Plath","Joyce Carol Oates","Ernest Hemingway","F. Scott Fitzgerald","White / Caucasian","Woman",47,0,1,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,0.500923572518074,0.859400057556014,-0.397623120941694,0.669526100191233,1.14764019001987,0.473181056423135,73
0,1,1,1,1,0,0,1,2,"J.D. Salinger","F. Scott Fitzgerald","Nathaniel Hawthorne","Lucy Maud","Jane Austen","J.R.R. Tolkien","Isabel Allende","White / Caucasian","Woman",52,0,1,"7Extremely conservative",7,3,1.51135125191987,1.0027105034055,0.413171409260378,1.01888536178846,0.986529631593553,1.61700069182956,1.19956759617596,1.14764019001987,1.32140282600846,73
0,1,1,1,0,0,1,1,0,"Charles Dickens","Jack London","Neil Gaiman","Cormac McCarthy","Ray Bradbury","F. Scott Fitzgerald","J.R.R. Tolkien","White / Caucasian","Woman",36,0,1,"6Conservative",6,2,-0.460540510241677,1.0027105034055,-0.591661458060861,1.01888536178846,0.242348474222857,0.609688785443931,1.72960909216069,1.14764019001987,1.16231268920816,73
1,0,1,1,1,0,0,0,3,"Isabel Allende","Sylvia Plath","Charles Dickens","George Orwell","Neil Gaiman","Joyce Carol Oates","Zadie Smith","White / Caucasian","Woman",42,0,1,"2Liberal",2,-2,0.0324324302987097,0.496358355506378,-0.0892450244002415,1.01888536178846,0.364607780798327,0.106032832251119,0.669526100191233,-0.834647410923539,-0.0196961594937292,73
0,1,1,1,0,0,0,0,2,"Lucy Maud","George Orwell","Charles Dickens","Sylvia Plath","George Saunders","F. Scott Fitzgerald","Jorge Luis Borges","White / Caucasian","Man",33,1,1,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,1.01888536178846,0.988890504873612,1.11334473863674,1.19956759617596,1.14764019001987,1.15351750827752,73
1,1,0,1,1,0,1,0,2,"J.R.R. Tolkien","Michael Crichton","Sylvia Plath","Charles Dickens","Ernest Hemingway","Zadie Smith","Jane Austen","White / Caucasian","Woman",52,0,1,"3Slightly liberal",3,-1,0.525405370839096,0.496358355506378,0.915587842920998,1.01888536178846,0.739059232763734,0.609688785443931,1.72960909216069,1.64321209025572,1.32750332262011,73
1,0,1,1,0,0,0,1,0,"Kurt Vonnegut","J.R.R. Tolkien","George Orwell","Herman Melville","Michael Crichton","Ernest Hemingway","Neil Gaiman","White / Caucasian","Woman",68,0,1,"2Liberal",2,-2,0.525405370839096,-0.0099937923927457,0.915587842920998,-0.0170382167523155,0.353490301153758,0.106032832251119,0.669526100191233,0.652068289784015,0.475875740742122,73
0,1,1,1,0,0,1,0,2,"Lucy Maud","Ray Bradbury","Kurt Vonnegut","Jack London","Herman Melville","Jane Austen","Charles Dickens","White / Caucasian","Woman",39,0,1,"6Conservative",6,2,1.51135125191987,0.496358355506378,1.41800427658162,-0.535000006022705,0.72267846949629,1.11334473863674,0.669526100191233,1.14764019001987,0.976837009615948,73
0,1,1,1,0,1,1,1,1,"Neil Gaiman","George Orwell","Herman Melville","Ray Bradbury","Jane Austen","J.R.R. Tolkien","Gabriel Garcia Marquez","Hispanic / Latinx","Man",35,1,0,"3Slightly liberal",3,-1,-1.44648639132245,-1.52905023609012,-1.5964943253821,-1.57092358456348,-1.53573863433954,-1.40493502732732,-1.45063988374767,-1.33021931115939,-1.39526474074479,73
0,1,1,1,0,0,1,1,1,"Nathaniel Hawthorne","Kurt Vonnegut","Neil Gaiman","J.D. Salinger","Gabriel Garcia Marquez","Jane Austen","George Orwell","White / Caucasian","Woman",33,0,1,"6Conservative",6,2,1.01837831137948,-0.0099937923927457,0.413171409260378,1.01888536178846,0.610110322508895,0.106032832251119,0.139484604206507,0.652068289784015,0.299195242080547,73
1,0,1,1,0,0,1,1,4,"Isabel Allende","George Saunders","F. Scott Fitzgerald","Joyce Carol Oates","Zadie Smith","Jane Austen","George Orwell","White / Caucasian","Woman",45,0,1,"7Extremely conservative",7,3,1.01837831137948,1.50906265130463,0.915587842920998,1.53684715105885,1.24496898916599,1.11334473863674,1.72960909216069,1.14764019001987,1.3301980069391,73
1,1,0,1,0,1,1,0,1,"Gabriel Garcia Marquez","Sylvia Plath","J.D. Salinger","Herman Melville","Jorge Luis Borges","Jack London","John Steinbeck","White / Caucasian","Woman",36,0,1,"6Conservative",6,2,1.51135125191987,1.0027105034055,0.915587842920998,0.500923572518074,0.982643292691111,1.11334473863674,0.669526100191233,1.14764019001987,0.976837009615948,73
1,1,0,1,0,0,0,0,1,"Michael Crichton","J.R.R. Tolkien","F. Scott Fitzgerald","Ernest Hemingway","Jorge Luis Borges","Joyce Carol Oates","Ian McEwan","White / Caucasian","Man",47,1,1,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,1.01888536178846,0.988890504873612,1.11334473863674,1.19956759617596,1.14764019001987,1.15351750827752,73
0,1,1,1,0,0,0,0,2,"Jack London","Neil Gaiman","Joyce Carol Oates","Lucy Maud","Gabriel Garcia Marquez","F. Scott Fitzgerald","Ian McEwan","White / Caucasian","Man",51,1,1,"6Conservative",6,2,0.525405370839096,1.0027105034055,0.413171409260378,0.500923572518074,0.610552714005763,1.11334473863674,1.19956759617596,1.14764019001987,1.15351750827752,73
1,1,1,0,0,0,1,0,3,"Jane Austen","Zadie Smith","George Orwell","Kurt Vonnegut","Gabriel Garcia Marquez","Lucy Maud","J.D. Salinger","White / Caucasian","Man",49,1,1,"4Moderate; middle of the road",4,0,-0.460540510241677,-0.51634594029187,-0.591661458060861,-1.05296179529309,-0.655377425971875,-0.397623120941694,-0.390556891778219,-0.339075510687688,-0.375751841135867,73
0,1,1,1,0,0,1,0,2,"Jane Austen","Nathaniel Hawthorne","George Saunders","Michael Crichton","Lucy Maud","John Steinbeck","Charles Dickens","White / Caucasian","Man",42,1,1,"1Extremely liberal",1,-3,0.0324324302987097,1.50906265130463,0.413171409260378,1.01888536178846,0.743387963163044,0.106032832251119,1.19956759617596,1.14764019001987,0.817746872815648,73
1,1,0,1,1,0,0,1,0,"George Orwell","Jorge Luis Borges","Michael Crichton","J.D. Salinger","Jack London","Ernest Hemingway","Isabel Allende","White / Caucasian","Woman",36,0,1,"6Conservative",6,2,1.01837831137948,1.0027105034055,0.915587842920998,0.500923572518074,0.859400057556014,-0.397623120941694,1.19956759617596,0.652068289784015,0.48467092167276,73
0,1,1,1,0,0,1,0,1,"J.D. Salinger","Jane Austen","Ian McEwan","Kurt Vonnegut","Nathaniel Hawthorne","Ray Bradbury","Michael Crichton","White / Caucasian","Woman",24,0,1,"2Liberal",2,-2,1.01837831137948,1.0027105034055,0.413171409260378,0.500923572518074,0.733795949140859,0.106032832251119,0.139484604206507,0.652068289784015,0.299195242080547,73
1,0,1,1,0,0,0,0,0,"Kurt Vonnegut","Cormac McCarthy","Neil Gaiman","Ian McEwan","George Orwell","Charles Dickens","Jorge Luis Borges","White / Caucasian","Man",47,1,1,"2Liberal",2,-2,1.51135125191987,1.0027105034055,0.915587842920998,1.53684715105885,1.24162418732631,1.11334473863674,1.72960909216069,1.64321209025572,1.49538864035105,73
0,1,1,1,1,0,0,0,3,"Charles Dickens","George Saunders","Joyce Carol Oates","Sylvia Plath","Ernest Hemingway","Jane Austen","Zadie Smith","White / Caucasian","Woman",31,0,1,"2Liberal",2,-2,1.01837831137948,1.50906265130463,1.41800427658162,1.53684715105885,1.37057309758114,1.11334473863674,1.19956759617596,1.64321209025572,1.31870814168947,73
